X	Y
1005613.46776112	243845.771004039
1007399.54641859	243845.771004039
1009185.62507606	243845.771004039
1010971.70373353	243845.771004039
1012757.782391	243845.771004039
1014543.86104847	243845.771004039
1016329.93970594	243845.771004039
971677.973269185	242059.692346568
973464.051926655	242059.692346568
975250.130584126	242059.692346568
977036.209241596	242059.692346568
978822.287899066	242059.692346568
980608.366556537	242059.692346568
982394.445214007	242059.692346568
984180.523871477	242059.692346568
985966.602528947	242059.692346568
987752.681186418	242059.692346568
989538.759843888	242059.692346568
991324.838501358	242059.692346568
993110.917158829	242059.692346568
994896.995816299	242059.692346568
996683.074473769	242059.692346568
998469.153131239	242059.692346568
1000255.23178871	242059.692346568
1002041.31044618	242059.692346568
1003827.38910365	242059.692346568
1005613.46776112	242059.692346568
1007399.54641859	242059.692346568
1009185.62507606	242059.692346568
1010971.70373353	242059.692346568
1012757.782391	242059.692346568
1014543.86104847	242059.692346568
1016329.93970594	242059.692346568
971677.973269185	240273.613689098
973464.051926655	240273.613689098
975250.130584126	240273.613689098
977036.209241596	240273.613689098
978822.287899066	240273.613689098
980608.366556537	240273.613689098
982394.445214007	240273.613689098
984180.523871477	240273.613689098
985966.602528947	240273.613689098
987752.681186418	240273.613689098
989538.759843888	240273.613689098
991324.838501358	240273.613689098
993110.917158829	240273.613689098
994896.995816299	240273.613689098
996683.074473769	240273.613689098
998469.153131239	240273.613689098
1000255.23178871	240273.613689098
1002041.31044618	240273.613689098
1003827.38910365	240273.613689098
1005613.46776112	240273.613689098
1007399.54641859	240273.613689098
1009185.62507606	240273.613689098
1010971.70373353	240273.613689098
1012757.782391	240273.613689098
1014543.86104847	240273.613689098
1016329.93970594	240273.613689098
971677.973269185	238487.535031628
973464.051926655	238487.535031628
975250.130584126	238487.535031628
977036.209241596	238487.535031628
978822.287899066	238487.535031628
980608.366556537	238487.535031628
982394.445214007	238487.535031628
984180.523871477	238487.535031628
985966.602528947	238487.535031628
987752.681186418	238487.535031628
989538.759843888	238487.535031628
991324.838501358	238487.535031628
993110.917158829	238487.535031628
994896.995816299	238487.535031628
996683.074473769	238487.535031628
998469.153131239	238487.535031628
1000255.23178871	238487.535031628
1002041.31044618	238487.535031628
1003827.38910365	238487.535031628
1005613.46776112	238487.535031628
1007399.54641859	238487.535031628
1009185.62507606	238487.535031628
1010971.70373353	238487.535031628
1012757.782391	238487.535031628
1014543.86104847	238487.535031628
1016329.93970594	238487.535031628
971677.973269185	236701.456374157
973464.051926655	236701.456374157
975250.130584126	236701.456374157
977036.209241596	236701.456374157
978822.287899066	236701.456374157
980608.366556537	236701.456374157
982394.445214007	236701.456374157
984180.523871477	236701.456374157
985966.602528947	236701.456374157
987752.681186418	236701.456374157
989538.759843888	236701.456374157
991324.838501358	236701.456374157
993110.917158829	236701.456374157
994896.995816299	236701.456374157
996683.074473769	236701.456374157
998469.153131239	236701.456374157
1000255.23178871	236701.456374157
1002041.31044618	236701.456374157
1003827.38910365	236701.456374157
1005613.46776112	236701.456374157
1007399.54641859	236701.456374157
1009185.62507606	236701.456374157
1010971.70373353	236701.456374157
1012757.782391	236701.456374157
1014543.86104847	236701.456374157
1016329.93970594	236701.456374157
971677.973269185	234915.377716687
973464.051926655	234915.377716687
975250.130584126	234915.377716687
977036.209241596	234915.377716687
978822.287899066	234915.377716687
980608.366556537	234915.377716687
982394.445214007	234915.377716687
984180.523871477	234915.377716687
985966.602528947	234915.377716687
987752.681186418	234915.377716687
989538.759843888	234915.377716687
991324.838501358	234915.377716687
993110.917158829	234915.377716687
994896.995816299	234915.377716687
996683.074473769	234915.377716687
998469.153131239	234915.377716687
1000255.23178871	234915.377716687
1002041.31044618	234915.377716687
1003827.38910365	234915.377716687
1005613.46776112	234915.377716687
1007399.54641859	234915.377716687
1009185.62507606	234915.377716687
1010971.70373353	234915.377716687
1012757.782391	234915.377716687
1014543.86104847	234915.377716687
1016329.93970594	234915.377716687
971677.973269185	233129.299059217
973464.051926655	233129.299059217
975250.130584126	233129.299059217
977036.209241596	233129.299059217
978822.287899066	233129.299059217
980608.366556537	233129.299059217
982394.445214007	233129.299059217
984180.523871477	233129.299059217
985966.602528947	233129.299059217
987752.681186418	233129.299059217
989538.759843888	233129.299059217
991324.838501358	233129.299059217
993110.917158829	233129.299059217
994896.995816299	233129.299059217
996683.074473769	233129.299059217
998469.153131239	233129.299059217
1000255.23178871	233129.299059217
1002041.31044618	233129.299059217
1003827.38910365	233129.299059217
1005613.46776112	233129.299059217
1007399.54641859	233129.299059217
1009185.62507606	233129.299059217
1010971.70373353	233129.299059217
1012757.782391	233129.299059217
1014543.86104847	233129.299059217
1016329.93970594	233129.299059217
971677.973269185	231343.220401747
973464.051926655	231343.220401747
975250.130584126	231343.220401747
977036.209241596	231343.220401747
978822.287899066	231343.220401747
980608.366556537	231343.220401747
982394.445214007	231343.220401747
984180.523871477	231343.220401747
985966.602528947	231343.220401747
987752.681186418	231343.220401747
989538.759843888	231343.220401747
991324.838501358	231343.220401747
993110.917158829	231343.220401747
994896.995816299	231343.220401747
996683.074473769	231343.220401747
998469.153131239	231343.220401747
1000255.23178871	231343.220401747
1002041.31044618	231343.220401747
1003827.38910365	231343.220401747
1005613.46776112	231343.220401747
1007399.54641859	231343.220401747
1009185.62507606	231343.220401747
1010971.70373353	231343.220401747
1012757.782391	231343.220401747
1014543.86104847	231343.220401747
1016329.93970594	231343.220401747
971677.973269185	229557.141744276
973464.051926655	229557.141744276
975250.130584126	229557.141744276
977036.209241596	229557.141744276
978822.287899066	229557.141744276
980608.366556537	229557.141744276
982394.445214007	229557.141744276
984180.523871477	229557.141744276
985966.602528947	229557.141744276
987752.681186418	229557.141744276
989538.759843888	229557.141744276
991324.838501358	229557.141744276
993110.917158829	229557.141744276
994896.995816299	229557.141744276
996683.074473769	229557.141744276
998469.153131239	229557.141744276
1000255.23178871	229557.141744276
1002041.31044618	229557.141744276
1003827.38910365	229557.141744276
1005613.46776112	229557.141744276
1007399.54641859	229557.141744276
1009185.62507606	229557.141744276
1010971.70373353	229557.141744276
1012757.782391	229557.141744276
1014543.86104847	229557.141744276
1016329.93970594	229557.141744276
971677.973269185	227771.063086806
973464.051926655	227771.063086806
975250.130584126	227771.063086806
977036.209241596	227771.063086806
978822.287899066	227771.063086806
980608.366556537	227771.063086806
982394.445214007	227771.063086806
984180.523871477	227771.063086806
985966.602528947	227771.063086806
987752.681186418	227771.063086806
989538.759843888	227771.063086806
991324.838501358	227771.063086806
993110.917158829	227771.063086806
994896.995816299	227771.063086806
996683.074473769	227771.063086806
998469.153131239	227771.063086806
1000255.23178871	227771.063086806
1002041.31044618	227771.063086806
1003827.38910365	227771.063086806
1005613.46776112	227771.063086806
1007399.54641859	227771.063086806
1009185.62507606	227771.063086806
1010971.70373353	227771.063086806
1012757.782391	227771.063086806
1014543.86104847	227771.063086806
1016329.93970594	227771.063086806
971677.973269185	225984.984429336
973464.051926655	225984.984429336
975250.130584126	225984.984429336
977036.209241596	225984.984429336
978822.287899066	225984.984429336
980608.366556537	225984.984429336
982394.445214007	225984.984429336
984180.523871477	225984.984429336
985966.602528947	225984.984429336
987752.681186418	225984.984429336
989538.759843888	225984.984429336
991324.838501358	225984.984429336
993110.917158829	225984.984429336
994896.995816299	225984.984429336
996683.074473769	225984.984429336
998469.153131239	225984.984429336
1000255.23178871	225984.984429336
1002041.31044618	225984.984429336
1003827.38910365	225984.984429336
1005613.46776112	225984.984429336
1007399.54641859	225984.984429336
1009185.62507606	225984.984429336
1010971.70373353	225984.984429336
1012757.782391	225984.984429336
1014543.86104847	225984.984429336
1016329.93970594	225984.984429336
971677.973269185	224198.905771866
973464.051926655	224198.905771866
975250.130584126	224198.905771866
977036.209241596	224198.905771866
978822.287899066	224198.905771866
980608.366556537	224198.905771866
982394.445214007	224198.905771866
984180.523871477	224198.905771866
985966.602528947	224198.905771866
987752.681186418	224198.905771866
989538.759843888	224198.905771866
991324.838501358	224198.905771866
993110.917158829	224198.905771866
994896.995816299	224198.905771866
996683.074473769	224198.905771866
998469.153131239	224198.905771866
1000255.23178871	224198.905771866
1002041.31044618	224198.905771866
1003827.38910365	224198.905771866
1005613.46776112	224198.905771866
1007399.54641859	224198.905771866
1009185.62507606	224198.905771866
1010971.70373353	224198.905771866
1012757.782391	224198.905771866
1014543.86104847	224198.905771866
1016329.93970594	224198.905771866
971677.973269185	222412.827114395
973464.051926655	222412.827114395
975250.130584126	222412.827114395
977036.209241596	222412.827114395
978822.287899066	222412.827114395
980608.366556537	222412.827114395
982394.445214007	222412.827114395
984180.523871477	222412.827114395
985966.602528947	222412.827114395
987752.681186418	222412.827114395
989538.759843888	222412.827114395
991324.838501358	222412.827114395
993110.917158829	222412.827114395
994896.995816299	222412.827114395
996683.074473769	222412.827114395
998469.153131239	222412.827114395
1000255.23178871	222412.827114395
1002041.31044618	222412.827114395
1003827.38910365	222412.827114395
1005613.46776112	222412.827114395
1007399.54641859	222412.827114395
1009185.62507606	222412.827114395
1010971.70373353	222412.827114395
1012757.782391	222412.827114395
1014543.86104847	222412.827114395
1016329.93970594	222412.827114395
971677.973269185	220626.748456925
973464.051926655	220626.748456925
975250.130584126	220626.748456925
977036.209241596	220626.748456925
978822.287899066	220626.748456925
980608.366556537	220626.748456925
982394.445214007	220626.748456925
984180.523871477	220626.748456925
985966.602528947	220626.748456925
987752.681186418	220626.748456925
989538.759843888	220626.748456925
991324.838501358	220626.748456925
993110.917158829	220626.748456925
994896.995816299	220626.748456925
996683.074473769	220626.748456925
998469.153131239	220626.748456925
1000255.23178871	220626.748456925
1002041.31044618	220626.748456925
1003827.38910365	220626.748456925
1005613.46776112	220626.748456925
1007399.54641859	220626.748456925
1009185.62507606	220626.748456925
1010971.70373353	220626.748456925
1012757.782391	220626.748456925
1014543.86104847	220626.748456925
1016329.93970594	220626.748456925
971677.973269185	218840.669799455
973464.051926655	218840.669799455
975250.130584126	218840.669799455
977036.209241596	218840.669799455
978822.287899066	218840.669799455
980608.366556537	218840.669799455
982394.445214007	218840.669799455
984180.523871477	218840.669799455
985966.602528947	218840.669799455
987752.681186418	218840.669799455
989538.759843888	218840.669799455
991324.838501358	218840.669799455
993110.917158829	218840.669799455
994896.995816299	218840.669799455
996683.074473769	218840.669799455
998469.153131239	218840.669799455
1000255.23178871	218840.669799455
1002041.31044618	218840.669799455
1003827.38910365	218840.669799455
1005613.46776112	218840.669799455
1007399.54641859	218840.669799455
1009185.62507606	218840.669799455
1010971.70373353	218840.669799455
1012757.782391	218840.669799455
1014543.86104847	218840.669799455
1016329.93970594	218840.669799455
971677.973269185	217054.591141985
973464.051926655	217054.591141985
975250.130584126	217054.591141985
977036.209241596	217054.591141985
978822.287899066	217054.591141985
980608.366556537	217054.591141985
982394.445214007	217054.591141985
984180.523871477	217054.591141985
985966.602528947	217054.591141985
987752.681186418	217054.591141985
989538.759843888	217054.591141985
991324.838501358	217054.591141985
993110.917158829	217054.591141985
994896.995816299	217054.591141985
996683.074473769	217054.591141985
998469.153131239	217054.591141985
1000255.23178871	217054.591141985
1002041.31044618	217054.591141985
1003827.38910365	217054.591141985
1005613.46776112	217054.591141985
1007399.54641859	217054.591141985
1009185.62507606	217054.591141985
1010971.70373353	217054.591141985
1012757.782391	217054.591141985
1014543.86104847	217054.591141985
1016329.93970594	217054.591141985
971677.973269185	215268.512484514
973464.051926655	215268.512484514
975250.130584126	215268.512484514
977036.209241596	215268.512484514
978822.287899066	215268.512484514
980608.366556537	215268.512484514
982394.445214007	215268.512484514
984180.523871477	215268.512484514
985966.602528947	215268.512484514
987752.681186418	215268.512484514
989538.759843888	215268.512484514
991324.838501358	215268.512484514
993110.917158829	215268.512484514
994896.995816299	215268.512484514
996683.074473769	215268.512484514
998469.153131239	215268.512484514
1000255.23178871	215268.512484514
1002041.31044618	215268.512484514
1003827.38910365	215268.512484514
1005613.46776112	215268.512484514
1007399.54641859	215268.512484514
1009185.62507606	215268.512484514
1010971.70373353	215268.512484514
1012757.782391	215268.512484514
1014543.86104847	215268.512484514
1016329.93970594	215268.512484514
971677.973269185	213482.433827044
973464.051926655	213482.433827044
975250.130584126	213482.433827044
977036.209241596	213482.433827044
978822.287899066	213482.433827044
980608.366556537	213482.433827044
982394.445214007	213482.433827044
984180.523871477	213482.433827044
985966.602528947	213482.433827044
987752.681186418	213482.433827044
989538.759843888	213482.433827044
991324.838501358	213482.433827044
993110.917158829	213482.433827044
994896.995816299	213482.433827044
996683.074473769	213482.433827044
998469.153131239	213482.433827044
1000255.23178871	213482.433827044
1002041.31044618	213482.433827044
1003827.38910365	213482.433827044
1005613.46776112	213482.433827044
1007399.54641859	213482.433827044
1009185.62507606	213482.433827044
1010971.70373353	213482.433827044
1012757.782391	213482.433827044
1014543.86104847	213482.433827044
1016329.93970594	213482.433827044
971677.973269185	211696.355169574
973464.051926655	211696.355169574
975250.130584126	211696.355169574
977036.209241596	211696.355169574
978822.287899066	211696.355169574
980608.366556537	211696.355169574
982394.445214007	211696.355169574
984180.523871477	211696.355169574
985966.602528947	211696.355169574
987752.681186418	211696.355169574
989538.759843888	211696.355169574
991324.838501358	211696.355169574
993110.917158829	211696.355169574
994896.995816299	211696.355169574
996683.074473769	211696.355169574
998469.153131239	211696.355169574
1000255.23178871	211696.355169574
1002041.31044618	211696.355169574
1003827.38910365	211696.355169574
1005613.46776112	211696.355169574
1007399.54641859	211696.355169574
1009185.62507606	211696.355169574
1010971.70373353	211696.355169574
1012757.782391	211696.355169574
1014543.86104847	211696.355169574
1016329.93970594	211696.355169574
971677.973269185	209910.276512104
973464.051926655	209910.276512104
975250.130584126	209910.276512104
977036.209241596	209910.276512104
978822.287899066	209910.276512104
980608.366556537	209910.276512104
982394.445214007	209910.276512104
984180.523871477	209910.276512104
985966.602528947	209910.276512104
987752.681186418	209910.276512104
989538.759843888	209910.276512104
991324.838501358	209910.276512104
993110.917158829	209910.276512104
994896.995816299	209910.276512104
996683.074473769	209910.276512104
998469.153131239	209910.276512104
1000255.23178871	209910.276512104
1002041.31044618	209910.276512104
1003827.38910365	209910.276512104
1005613.46776112	209910.276512104
1007399.54641859	209910.276512104
1009185.62507606	209910.276512104
1010971.70373353	209910.276512104
1012757.782391	209910.276512104
1014543.86104847	209910.276512104
1016329.93970594	209910.276512104
971677.973269185	208124.197854633
973464.051926655	208124.197854633
975250.130584126	208124.197854633
977036.209241596	208124.197854633
978822.287899066	208124.197854633
980608.366556537	208124.197854633
982394.445214007	208124.197854633
984180.523871477	208124.197854633
985966.602528947	208124.197854633
987752.681186418	208124.197854633
989538.759843888	208124.197854633
991324.838501358	208124.197854633
993110.917158829	208124.197854633
994896.995816299	208124.197854633
996683.074473769	208124.197854633
998469.153131239	208124.197854633
1000255.23178871	208124.197854633
1002041.31044618	208124.197854633
1003827.38910365	208124.197854633
1005613.46776112	208124.197854633
1007399.54641859	208124.197854633
1009185.62507606	208124.197854633
1010971.70373353	208124.197854633
1012757.782391	208124.197854633
1014543.86104847	208124.197854633
1016329.93970594	208124.197854633
971677.973269185	206338.119197163
973464.051926655	206338.119197163
975250.130584126	206338.119197163
977036.209241596	206338.119197163
978822.287899066	206338.119197163
980608.366556537	206338.119197163
982394.445214007	206338.119197163
984180.523871477	206338.119197163
985966.602528947	206338.119197163
987752.681186418	206338.119197163
989538.759843888	206338.119197163
991324.838501358	206338.119197163
993110.917158829	206338.119197163
994896.995816299	206338.119197163
996683.074473769	206338.119197163
998469.153131239	206338.119197163
1000255.23178871	206338.119197163
1002041.31044618	206338.119197163
1003827.38910365	206338.119197163
1005613.46776112	206338.119197163
1007399.54641859	206338.119197163
1009185.62507606	206338.119197163
1010971.70373353	206338.119197163
1012757.782391	206338.119197163
1014543.86104847	206338.119197163
1016329.93970594	206338.119197163
971677.973269185	204552.040539693
973464.051926655	204552.040539693
975250.130584126	204552.040539693
977036.209241596	204552.040539693
978822.287899066	204552.040539693
980608.366556537	204552.040539693
982394.445214007	204552.040539693
984180.523871477	204552.040539693
985966.602528947	204552.040539693
987752.681186418	204552.040539693
989538.759843888	204552.040539693
991324.838501358	204552.040539693
993110.917158829	204552.040539693
994896.995816299	204552.040539693
996683.074473769	204552.040539693
998469.153131239	204552.040539693
1000255.23178871	204552.040539693
1002041.31044618	204552.040539693
1003827.38910365	204552.040539693
1005613.46776112	204552.040539693
1007399.54641859	204552.040539693
1009185.62507606	204552.040539693
1010971.70373353	204552.040539693
1012757.782391	204552.040539693
1014543.86104847	204552.040539693
1016329.93970594	204552.040539693
971677.973269185	202765.961882222
973464.051926655	202765.961882222
975250.130584126	202765.961882222
977036.209241596	202765.961882222
978822.287899066	202765.961882222
980608.366556537	202765.961882222
982394.445214007	202765.961882222
984180.523871477	202765.961882222
985966.602528947	202765.961882222
987752.681186418	202765.961882222
989538.759843888	202765.961882222
991324.838501358	202765.961882222
993110.917158829	202765.961882222
994896.995816299	202765.961882222
996683.074473769	202765.961882222
998469.153131239	202765.961882222
1000255.23178871	202765.961882222
1002041.31044618	202765.961882222
1003827.38910365	202765.961882222
1005613.46776112	202765.961882222
1007399.54641859	202765.961882222
1009185.62507606	202765.961882222
1010971.70373353	202765.961882222
1012757.782391	202765.961882222
1014543.86104847	202765.961882222
1016329.93970594	202765.961882222
971677.973269185	200979.883224752
973464.051926655	200979.883224752
975250.130584126	200979.883224752
977036.209241596	200979.883224752
978822.287899066	200979.883224752
980608.366556537	200979.883224752
982394.445214007	200979.883224752
984180.523871477	200979.883224752
985966.602528947	200979.883224752
987752.681186418	200979.883224752
989538.759843888	200979.883224752
991324.838501358	200979.883224752
993110.917158829	200979.883224752
994896.995816299	200979.883224752
996683.074473769	200979.883224752
998469.153131239	200979.883224752
1000255.23178871	200979.883224752
1002041.31044618	200979.883224752
1003827.38910365	200979.883224752
1005613.46776112	200979.883224752
1007399.54641859	200979.883224752
1009185.62507606	200979.883224752
1010971.70373353	200979.883224752
1012757.782391	200979.883224752
1014543.86104847	200979.883224752
1016329.93970594	200979.883224752
971677.973269185	199193.804567282
973464.051926655	199193.804567282
975250.130584126	199193.804567282
977036.209241596	199193.804567282
978822.287899066	199193.804567282
980608.366556537	199193.804567282
982394.445214007	199193.804567282
984180.523871477	199193.804567282
985966.602528947	199193.804567282
987752.681186418	199193.804567282
989538.759843888	199193.804567282
991324.838501358	199193.804567282
993110.917158829	199193.804567282
994896.995816299	199193.804567282
996683.074473769	199193.804567282
998469.153131239	199193.804567282
1000255.23178871	199193.804567282
1002041.31044618	199193.804567282
1003827.38910365	199193.804567282
1005613.46776112	199193.804567282
1007399.54641859	199193.804567282
1009185.62507606	199193.804567282
1010971.70373353	199193.804567282
1012757.782391	199193.804567282
1014543.86104847	199193.804567282
1016329.93970594	199193.804567282
971677.973269185	197407.725909812
973464.051926655	197407.725909812
975250.130584126	197407.725909812
977036.209241596	197407.725909812
978822.287899066	197407.725909812
980608.366556537	197407.725909812
982394.445214007	197407.725909812
984180.523871477	197407.725909812
985966.602528947	197407.725909812
987752.681186418	197407.725909812
989538.759843888	197407.725909812
991324.838501358	197407.725909812
993110.917158829	197407.725909812
994896.995816299	197407.725909812
996683.074473769	197407.725909812
998469.153131239	197407.725909812
1000255.23178871	197407.725909812
1002041.31044618	197407.725909812
1003827.38910365	197407.725909812
1005613.46776112	197407.725909812
1007399.54641859	197407.725909812
1009185.62507606	197407.725909812
1010971.70373353	197407.725909812
1012757.782391	197407.725909812
1014543.86104847	197407.725909812
1016329.93970594	197407.725909812
971677.973269185	195621.647252341
973464.051926655	195621.647252341
975250.130584126	195621.647252341
977036.209241596	195621.647252341
978822.287899066	195621.647252341
980608.366556537	195621.647252341
982394.445214007	195621.647252341
984180.523871477	195621.647252341
985966.602528947	195621.647252341
987752.681186418	195621.647252341
989538.759843888	195621.647252341
991324.838501358	195621.647252341
993110.917158829	195621.647252341
994896.995816299	195621.647252341
996683.074473769	195621.647252341
998469.153131239	195621.647252341
1000255.23178871	195621.647252341
1002041.31044618	195621.647252341
1003827.38910365	195621.647252341
1005613.46776112	195621.647252341
1007399.54641859	195621.647252341
1009185.62507606	195621.647252341
1010971.70373353	195621.647252341
1012757.782391	195621.647252341
1014543.86104847	195621.647252341
1016329.93970594	195621.647252341
971677.973269185	193835.568594871
973464.051926655	193835.568594871
975250.130584126	193835.568594871
977036.209241596	193835.568594871
978822.287899066	193835.568594871
980608.366556537	193835.568594871
982394.445214007	193835.568594871
984180.523871477	193835.568594871
985966.602528947	193835.568594871
987752.681186418	193835.568594871
989538.759843888	193835.568594871
991324.838501358	193835.568594871
993110.917158829	193835.568594871
