X	Y
994896.995816299	193835.568594871
996683.074473769	193835.568594871
998469.153131239	193835.568594871
1000255.23178871	193835.568594871
1002041.31044618	193835.568594871
1003827.38910365	193835.568594871
1005613.46776112	193835.568594871
1007399.54641859	193835.568594871
1009185.62507606	193835.568594871
1010971.70373353	193835.568594871
1012757.782391	193835.568594871
1014543.86104847	193835.568594871
1016329.93970594	193835.568594871
971677.973269185	192049.489937401
973464.051926655	192049.489937401
975250.130584126	192049.489937401
977036.209241596	192049.489937401
978822.287899066	192049.489937401
980608.366556537	192049.489937401
982394.445214007	192049.489937401
984180.523871477	192049.489937401
985966.602528947	192049.489937401
987752.681186418	192049.489937401
989538.759843888	192049.489937401
991324.838501358	192049.489937401
993110.917158829	192049.489937401
994896.995816299	192049.489937401
996683.074473769	192049.489937401
998469.153131239	192049.489937401
1000255.23178871	192049.489937401
1002041.31044618	192049.489937401
1003827.38910365	192049.489937401
1005613.46776112	192049.489937401
1007399.54641859	192049.489937401
1009185.62507606	192049.489937401
1010971.70373353	192049.489937401
1012757.782391	192049.489937401
1014543.86104847	192049.489937401
1016329.93970594	192049.489937401
971677.973269185	190263.411279931
973464.051926655	190263.411279931
975250.130584126	190263.411279931
977036.209241596	190263.411279931
978822.287899066	190263.411279931
980608.366556537	190263.411279931
982394.445214007	190263.411279931
984180.523871477	190263.411279931
985966.602528947	190263.411279931
987752.681186418	190263.411279931
989538.759843888	190263.411279931
991324.838501358	190263.411279931
993110.917158829	190263.411279931
994896.995816299	190263.411279931
996683.074473769	190263.411279931
998469.153131239	190263.411279931
1000255.23178871	190263.411279931
1002041.31044618	190263.411279931
1003827.38910365	190263.411279931
1005613.46776112	190263.411279931
1007399.54641859	190263.411279931
1009185.62507606	190263.411279931
1010971.70373353	190263.411279931
1012757.782391	190263.411279931
1014543.86104847	190263.411279931
1016329.93970594	190263.411279931
